posixTime,teamID,lat,lon,spdkn,hdgdeg
1405789200,597,41.8801,-87.57499,0.730064885540183,320
1405788300,597,41.8782,-87.5718,0.419549863063394,206
1405787400,597,41.87963,-87.57045,0.180752785372892,45
1405786507,597,41.87921,-87.57128,0.699500304681451,15
1405785600,597,41.87647,-87.5727,4.14105597454541,144
1405784700,597,41.88821,-87.58968,2.41407937526641,59
1405783800,597,41.88445,-87.60221,2.44471777387812,69
1405782900,597,41.88183,-87.61543,0.158450367060382,155
1405782000,597,41.88237,-87.61594,0.00714819118849264,0
1405781100,597,41.88237,-87.6159,3.65397450997756,52
1405780200,597,41.87515,-87.6339,3.64811627357361,232
1405779300,597,41.88236,-87.61593,0.0102258980583904,34
1405778407,597,41.88233,-87.61597,0,0
1405932300,1391,45.84963,-84.61531,0.633459152554735,336
1405932000,1391,45.84902,-84.6144,2.18453197669627,340
1405931700,1391,45.84672,-84.61156,2.72479183705142,329
1405931400,1391,45.84458,-84.60708,0.640893860496976,360
1405931100,1391,45.84369,-84.60707,1.01408158721559,34
1405930800,1391,45.84295,-84.60879,2.02353640172679,36
1405930500,1391,45.84159,-84.61232,2.85330291813164,57
1405930200,1391,45.84058,-84.61782,5.30040457669305,63
1405929900,1391,45.8391,-84.62817,4.71008766666891,66
1405929600,1391,45.83794,-84.63741,4.53982290736887,60
1405929300,1391,45.83653,-84.64623,5.5222889635105,50
1405929000,1391,45.8341,-84.65667,6.02702245557796,48
1405928700,1391,45.83126,-84.66797,6.78057170311234,49
1405928400,1391,45.82824,-84.68077,6.95372752993327,58
1405928100,1391,45.82597,-84.69424,5.04110564777381,65
1405927800,1391,45.82474,-84.70413,5.16888100249666,92
1405927500,1391,45.82483,-84.71443,5.70174612284632,27
1405927200,1391,45.82007,-84.72351,2.4419976196107,82
1405926900,1391,45.8199,-84.72837,3.04791930442502,52
1405926600,1391,45.81869,-84.73419,4.54369221348097,98
